text,count-occurences-total,count-documents
complementary,5,5
qiu,2,2
printing,3,3
extruder,1,1
novelty,8,8
emergence,7,5
patton,4,3
propositions,1,1
hypotheses,4,4
theories,13,12
informants,3,1
bogner,10,6
firsthand,1,1
interpretations,2,2
unavailability,1,1
purposeful,1,1
reputational,1,1
snowball,1,1
exhibitions,1,1
seminars,1,1
media,17,17
commentaries,1,1
wordofmouth,1,1
providers,6,6
reluctant,1,1
confidentiality,4,2
expo,7,2
brussels,6,3
facetoface,1,1
christmann,2,2
north,22,17
rhinewestphalia,1,1
sixstep,1,1
meuser,2,2
nagel,4,4
transcription,3,3
themes,10,8
braun,2,2
clarke,4,4
ingenuity,2,2
eisenhardt,2,2
transcribed,1,1
tape,2,1
transcribe,1,1
exceptions,1,1
recordings,5,5
atlasti,1,1
paraphrase,1,1
gioia,3,2
ramus,2,2
generic,14,14
concepts,14,12
flick,2,2
generalizations,2,2
relations,4,4
relation,13,12
forms,26,20
flare,9,9
silos,2,2
boilers,3,3
drums,1,1
tanks,6,6
chimneys,4,3
closedcircuit,1,1
television,1,1
patrols,2,2
ergonomics,4,4
stacks,11,11
thickness,4,3
trace,4,4
pallets,2,2
slots,6,5
layouts,2,2
grasp,2,2
intralogistics,4,4
railroads,1,1
pylons,2,2
masts,1,1
traffic,111,67
dry,1,1
conductors,1,1
stock,4,4
openpit,1,1
containers,2,1
gaps,2,2
ship,6,4
vegetation,37,24
environmentalscience,1,1
forestry,3,2
wildlife,4,4
crops,8,8
fertilizers,1,1
pesticides,1,1
lastmile,5,5
medicines,4,4
blood,15,13
hse,2,2
repair,5,5
kits,3,2
volcanic,4,4
hurricanes,5,5
storms,2,2
earthquakes,2,2
cpr,1,1
specificuse,1,1
contexts,5,5
marketing,1,1
eliminate,6,6
extreme,15,12
interviewee,5,4
persondays,2,1
exhausts,1,1
shut,1,1
stocks,2,2
savings,8,7
rework,1,1
rates,23,22
satisfaction,4,3
barcodes,2,2
feet,8,5
shorter,11,9
ladders,1,1
bulk,1,1
scanners,1,1
biking,1,1
president,1,1
ceo,3,3
startup,2,2
dull,4,4
dirty,4,4
drawbacks,3,3
societal,2,2
surprising,7,7
implies,6,6
balance,9,7
lighter,7,7
proposal,3,3
vendor,2,2
everybody,2,2
swissarmy,1,1
knife,1,1
goals,8,8
accomplish,7,6
emerge,9,9
offtheshelf,7,7
highdefinition,2,2
enthusiast,1,1
consultation,1,1
bourke,2,2
roper,2,2
sohal,4,4
customization,2,2
ops,2,1
technologyintensive,1,1
today,6,5
advice,12,6
foster,3,3
champion,1,1
familiarization,1,1
promotion,1,1
dimnik,2,2
johnston,3,3
managers,14,14
mistakes,2,2
adoption,17,15
imply,3,2
justification,4,4
readiness,3,3
dean,5,5
zammuto,2,2
oconnor,3,3
percival,2,2
cozzarin,2,2
verge,2,2
banker,1,1
wwwforbescomsites,1,1
ty,2,2
drohneneinsatz,1,1
digitalen,1,1
fabrikplanung,1,1
zeitschrift,1,1
wirtschaftlichen,1,1
fabrikbetrieb,1,1
technovation,4,3
littig,7,5
macmillan,6,5
debate,1,1
ward,1,1
lj,3,3
psychology,4,3
meyyappan,1,1
saygin,1,1
dagli,1,1
castellanos,1,1
cio,1,1
begin,4,4
telephone,2,2
undertaking,2,2
nos,4,4
utilization,3,3
yoon,1,1
susman,1,1
empowerment,1,1
subordination,1,1
dellinger,1,1
aj,2,2
car,6,5
maker,3,3
designtechnica,1,1
corporation,9,9
wwwdigitaltrendscomcarszfdronedeliveryfactoriesgermany,1,1
customisation,1,1
omega,2,2
doty,1,1
wh,6,6
typologies,1,1
academy,6,6
sage,4,4
floreano,3,3
wood,11,9
rj,2,2
instruction,3,3
dalenogare,1,1
ayala,1,1
nf,1,1
froschauer,1,1
lueger,1,1
corley,1,1
rigor,1,1
www,3,3
goldmansachscominsightstechnologydrivinginnovationdrones,1,1
hatt,1,1
cnetcomroadshownewsforddagenhamplantdronesafety,1,1
practices,24,16
verein,1,1
netzwerk,1,1
logistik,1,1
shweiz,1,1
jonsson,1,1
taxonomy,7,6
routledge,1,1
renaissance,1,1
culture,3,3
nielsen,5,5
differential,12,12
nilakantan,1,1
propsoed,1,1
pm,5,5
firms,4,4
mccutcheon,1,1
euroma,1,1
margaritoff,1,1
pilsner,1,1
urquell,1,1
flyabilitys,1,1
elios,2,2
beer,1,1
mazur,3,3
clarity,5,5
pwc,9,8
polska,1,1
oo,1,1
miles,9,5
mb,4,4
huberman,1,1
saldana,1,1
sourcebook,1,1
configurations,57,36
strategic,6,6
muller,5,5
die,1,1
blutproben,1,1
aus,1,1
dem,4,4
gelangen,1,1
jetzt,1,1
drohne,2,2
ins,1,1
neue,1,1
zeitung,1,1
opray,1,1
rio,1,1
tintos,1,1
pagell,1,1
handfield,1,1
rb,1,1
employee,1,1
panetta,1,1
gartner,2,1
hype,1,1
mq,2,2
pfadenhauer,1,1
eye,12,10
quasiexpert,1,1
vaccaro,1,1
turbulent,1,1
formalization,1,1
collaboration,11,10
logics,1,1
managerial,4,3
sarros,1,1
schroder,1,1
oneill,1,1
exacerbate,1,1
inequality,1,1
strauss,1,1
corbin,1,1
basics,1,1
nair,2,2
asset,7,6
economist,1,1
determinants,1,1
je,2,2
dw,3,3
schaefer,1,1
paradigm,7,7
roles,19,15
premises,2,2
offboard,7,6
introduce,19,19
customers,18,12
competitors,1,1
employees,23,11
laws,12,10
governments,2,2
customize,3,3
pricing,2,2
regime,1,1
checklists,1,1
manuals,1,1
lessons,4,4
societies,4,4
envision,7,6
barriers,6,6
omaghazeiethzch,1,1
reprints,2,2
website,3,3
wwwemeraldgrouppublishingcomlicensingreprintshtm,1,1
permissionsemeraldinsightcom,1,1
issn,1,1
wwwietdlorg,1,1
claudio,3,2
degli,2,2
studi,1,1
udine,2,1
delle,1,1
scienze,1,1
swarms,46,39
optimisation,12,12
priorities,1,1
defines,15,15
greedy,46,33
medicine,3,3
justifies,2,2
portion,15,14
assumption,12,12
blind,5,4
zones,28,23
actuate,2,2
inertia,1,1
singledrone,4,3
extend,13,12
multidrone,7,6
recap,1,1
geometric,17,13
addresses,9,9
iss,10,10
penalty,6,5
maximisation,1,1
maximise,6,6
shortterm,4,3
longterm,8,7
lowpriority,1,1
highpriority,1,1
zone,39,29
rs,15,15
maximises,3,2
qs,4,4
sqs,1,1
optimality,5,5
restrict,6,6
computes,3,3
starts,18,16
convergence,46,41
draw,15,15
explorationexploitation,2,2
progresses,1,1
memorisation,1,1
replay,9,5
argmaxkqs,1,1
epochs,3,2
epoch,4,3
smoothness,2,2
instant,8,8
tuple,3,2
azimuth,3,2
frontal,5,4
zoom,5,4
frontward,1,1
equivalent,12,12
east,9,8
leftward,1,1
rotate,9,7
decouple,2,2
azimuths,1,1
moveforward,1,1
infinite,5,4
centre,11,9
upwards,23,19
cos,17,7
xx,91,7
cz,1,1
parametric,1,1
zero,19,18
trapezoidal,2,2
deals,3,3
contextdependent,1,1
mx,4,4
penalises,1,1
coverages,2,2
cor,16,7
chooses,5,5
try,4,4
highrelevance,7,6
lowrelevance,1,1
statespace,3,3
explorer,2,2
penalise,1,1
yts,2,2
kvs,3,3
definitions,8,8
members,5,4
sii,4,4
encourage,3,3
node,70,43
precompute,1,1
explicit,4,4
lie,5,5
biases,1,1
cropped,4,4
tensor,4,2
stack,14,13
discriminate,7,7
stride,1,1
relu,1,1
evolves,6,6
keras,3,3
library,24,14
behaviour,17,14
discretisation,1,1
brute,4,3
fraction,14,14
intervals,9,8
fluctuations,2,2
keeps,4,4
normalisation,1,1
convenient,5,5
behaviours,2,2
hyperparameters,1,1
optimiser,1,1
adam,2,1
approximations,2,2
gt,12,8
zigzag,7,4
scans,36,24
consequent,1,1
boost,11,6
happens,7,7
evolution,12,12
repeats,1,1
senseact,1,1
intelr,1,1
coretm,1,1
processor,8,7
selects,3,3
performances,6,6
schemes,15,13
lasts,2,2
pnrm,1,1
counteruav,1,1
tripicchio,1,1
satler,1,1
dabisias,1,1
motlagh,3,3
bagaa,2,2
taleb,4,4
erdelj,1,1
natalizio,3,3
chowdhury,3,3
silvagni,2,2
tonoli,2,2
zenerino,2,2
mountain,6,6
avalanche,6,5
geomatics,2,2
cruzan,1,1
bg,1,1
grasty,1,1
microuavs,1,1
ecology,4,3
thiels,1,1
aho,1,1
piciarelli,4,2
foresti,2,2
trento,1,1
galceran,4,4
carreras,4,4
cabreira,1,1
brisolara,1,1
lb,4,4
ferreira,1,1
prjr,1,1
esterle,1,1
yanmaz,2,2
yahyanejad,1,1
rinner,3,3
coordination,26,22
hoc,17,15
netw,39,31
wischounigstrucl,2,2
mosaics,3,2
mach,5,5
bentz,1,1
panagou,1,1
miami,1,1
franco,1,1
buttazzo,1,1
energyaware,5,5
vila,1,1
curiac,1,1
volosencu,1,1
cat,3,3
def,1,1
tang,14,10
energyefficient,17,15
fair,2,2
sel,5,5
zargar,1,1
sohrabi,1,1
afsharchi,1,1
qazvin,1,1
deepsarsa,1,1
multiuav,35,27
shi,7,6
mancuso,2,2
cyberphys,1,1
norvig,1,1
pearson,3,3
education,18,17
humanlevel,1,1
nips,1,1
hasselt,1,1
guez,1,1
micheloni,2,1
canazza,1,1
pal,1,1
petrosino,1,1
maddalena,1,1
crc,15,11
greenhouse,11,10
joshuah,1,1
stolaroff,1,1
constantine,1,1
samaras,2,2
emma,1,1
alia,1,1
freight,3,2
waystations,10,6
consume,7,7
packagekm,1,1
trucks,48,28
lifecycle,14,11
impacts,41,26
regulators,3,3
livermore,3,2
carnegie,3,3
mellon,3,3
pittsburgh,1,1
pa,20,16
division,11,9
sri,1,1
menlo,2,1
boulder,3,2
leolabs,1,1
jks,2,2
csamarascmuedu,1,1
wwwnaturecomnaturecommunications,13,13
deutsche,1,1
patents,4,4
designs,45,36
criticism,2,2
truck,59,31
deliveries,23,16
reshape,1,1
demand,22,19
fuel,54,24
diesel,13,8
comprises,2,2
grids,5,5
makers,7,6
goods,28,23
tonnekm,1,1
carbonintensive,3,2
promises,1,1
speedamazon,1,1
orderofmagnitude,1,1
airplanestyle,1,1
copters,9,7
runways,1,1
villages,17,11
longerrange,2,2
airdrops,1,1
markets,3,3
prototypes,70,60
depictions,1,1
fouror,1,1
eightrotor,1,1
date,8,8
visions,1,1
retailers,1,1
travels,6,6
consumers,2,2
nearimmediate,1,1
betterknown,1,1
ghg,18,6
reductions,5,5
iris,3,3
octocopter,21,15
turbo,1,1
aces,1,1
trip,16,13
conservation,14,13
momentum,5,5
cdbody,1,1
campaigns,6,5
influences,4,4
optimum,18,16
roundtrip,1,1
farthest,3,3
dependence,10,10
counterproductive,1,1
accounts,4,4
basecase,3,3
metropolitan,2,2
affects,9,9
lipo,4,3
gasoline,9,9
glow,1,1
mixture,17,16
methanol,4,4
nitromethane,2,2
combustion,21,13
densities,6,4
hydrogen,7,4
fuels,20,12
assumes,10,10
kjkg,2,1
whkg,2,1
chemistries,3,3
xxxxxx,9,6
xxx,46,8
xxxxxxxxxx,1,1
xxxxx,21,6
xxxxxxxxx,3,3
xxxx,40,7
xxxxxxxxxxx,3,2
xxxxxxxxxxxxxx,1,1
xxxxxxxxxxxxxxxx,2,2
xxxxxxxx,7,4
xxxxxxxxxxxxx,1,1
xxxxxxx,4,3
xxxxxxxxxxxxxxxxxx,1,1
xxxxxxxxxxxx,1,1
eqs,4,4
eq,42,26
crosses,2,2
quad,1,1
octo,1,1
lowghg,1,1
sensitivity,21,19
upstream,17,12
pathways,7,4
tailpipe,1,1
ondemand,11,11
store,19,15
relayed,1,1
dozens,1,1
airways,1,1
cool,1,1
reflect,7,7
doe,4,2
vans,9,5
ghgs,9,5
missouri,7,6
lowcarbon,11,7
item,4,4
shopping,3,3
dominates,5,5
energydense,1,1
heavier,6,6
nearterm,3,2
geography,1,1
orders,11,8
ups,20,6
uncertainties,6,6
pickups,2,2
chemistryfuel,1,1
cellcombustion,1,1
kgwh,2,2
rangea,1,1
nickel,1,1
hydride,1,1
zincair,1,1
lithiumair,1,1
liion,2,2
iron,1,1
phosphate,4,3
lfpcarbon,1,1
bar,8,6
hydrocarbon,2,2
fuelg,1,1
tank,5,5
mile,13,7
decarbonizes,1,1
cng,3,2
hybrids,2,1
copter,4,3
manufacturer,11,11
campaign,7,6
aerom,2,2
wellknown,2,2
match,30,21
fixedwings,2,1
spans,1,1
promise,1,1
census,1,1
persons,16,13
population,26,16
circle,8,7
mjkm,4,2
expend,1,1
fight,10,5
adjusts,2,2
pitch,48,37
thrusts,1,1
mbody,3,3
mbatt,4,4
mpackage,3,3
fdrag,3,3
masses,2,2
gravitational,4,3
piecewise,4,3
cdi,1,1
pack,1,1
geometries,2,2
cd,3,3
aabody,1,1
swept,1,1
pickup,6,6
intensities,2,2
highcarbon,1,1
ev,5,4
hops,7,7
parcelsmile,1,1
bars,7,6
purple,3,3
pminhover,1,1
ffiffiffiffiffiffiffiffiffiffiffiffiffiffiffiffi,1,1
moves,9,8
spin,1,1
pmin,1,1
vi,17,12
ffiffiffiffiffiffiffiffiffiffiffiffiffiffiffiffiffiffiffiffiffiffiffiffiffiffiffiffiffiffiffiffiffiffiffiffiffiffiffiffiffiffiffiffiffiffiffiffiffi,1,1
velocitydependent,1,1
powerthrust,1,1
fluid,27,22
cfd,19,15
lookup,1,1
divide,2,2
leg,2,2
outbound,2,2
sbatt,1,1
reserve,2,2
margin,7,5
accounting,4,4
windy,4,4
crosswind,1,1
validate,10,9
calibrate,3,3
forth,7,7
programmed,9,6
magnitude,17,16
mph,2,1
autopilot,15,11
roll,17,13
operates,6,5
bestfit,1,1
efficiencies,6,4
overestimates,1,1
durations,1,1
variability,14,9
apparent,9,7
deliverya,1,1
multiplier,4,4
vansb,1,1
kwhpackage,1,1
gasc,1,1
mjpackage,1,1
parcels,3,3
hop,2,2
argonne,6,5
overpredicts,1,1
improvements,17,15
cycles,13,12
storagegeneration,1,1
offpeak,2,2
yamaha,4,3
rmax,4,4
helicopterstyle,1,1
rough,3,2
airspeeds,1,1
converts,1,1
kj,1,1
specification,7,7
passenger,8,7
lifttodrag,2,1
ratios,3,2
cessna,1,1
outperform,5,5
mediumduty,1,1
bottomup,5,3
laboratorys,3,3
greet,6,5
topdown,5,5
sustainability,9,8
parcel,12,9
upss,1,1
street,5,5
routes,18,17
lightduty,5,2
cars,9,9
mpg,3,1
mpgde,2,1
economy,6,3
gallons,2,1
economies,3,3
milesday,1,1
stops,5,3
stopskm,1,1
delivers,7,7
gallon,4,1
feeder,4,2
connects,3,3
hubs,27,12
highvolume,1,1
brown,1,1
trucking,1,1
rail,9,7
partners,1,1
highlights,15,13
automobiles,1,1
bound,15,12
kml,1,1
cargo,8,6
kwh,2,2
mpgge,2,1
news,9,8
amazoncom,1,1
leaf,1,1
ipcc,3,3
lipolymer,2,1
whm,2,1
charger,3,2
motor,13,10
planttodrone,1,1
nonbaseload,6,2
egrid,15,2
allocate,3,3
pollutant,2,2
baseload,1,1
desire,1,1
epas,1,1
nerc,9,2
subregion,10,4
subregions,4,2
wecc,2,1
camx,1,1
serc,1,1
srmw,1,1
nwpp,1,1
completeness,2,2
figs,2,2
endpoints,1,1
methane,3,2
epa,2,2
evolve,1,1
prices,2,2
substitutes,1,1
gkwh,2,1
continents,1,1
multiply,1,1
percentages,1,1
argonnes,2,2
ghgkwh,1,1
fossil,1,1
abrahams,1,1
lithiumion,5,3
cobalt,2,2
gwhs,1,1
tjs,1,1
droneand,1,1
centers,22,14
trade,4,4
neglect,1,1
radius,66,62
circles,6,4
hexagonal,3,1
packings,1,1
circumstances,4,4
tends,7,7
incentive,1,1
unveils,1,1
overtime,2,2
bombs,1,1
bus,2,2
atop,1,1
amazons,4,4
workthey,1,1
stuff,1,1
quartz,1,1
blimps,1,1
popular,4,4
levin,1,1
hire,1,1
skies,4,4
landmark,63,37
easa,3,3
cologne,1,1
editorial,5,5
whitlock,1,1
encounters,1,1
closeencounterswithsmalldronesonrise,1,1
williams,2,2
book,2,2
edn,3,3
oak,2,1
ridge,2,1
tn,1,1
grenzeback,1,1
systematics,2,2
incthe,1,1
foodmiles,1,1
food,11,10
murgia,1,1
lord,1,1
worlds,7,7
droneport,1,1
rwanda,4,4
sonys,1,1
leishman,1,1
aerodynamics,1,1
jaramillo,2,1
marriott,1,1
silerevans,2,1
azevedo,4,1
greetnet,1,1
lemont,1,1
michalek,2,1
valuation,1,1
displacement,4,4
natl,4,2
tessum,1,1
hill,2,2
marshall,1,1
issst,1,1
music,2,2
ecol,9,7
cruijssen,1,1
dullaert,1,1
fleuren,1,1
cooperation,32,28
ballot,1,1
montreuill,1,1
thivierge,1,1
hub,44,27
charlotte,1,1
hubacek,1,1
drivers,2,2
nat,3,2
anderson,10,8
eberhardt,1,1
mcgrawhill,1,1
driessens,1,1
pounds,3,3
wasl,1,1
tomlin,2,2
apc,2,2
sata,1,1
technicalinformationperformancedata,1,1
austria,5,5
brandt,1,1
selig,1,1
ultrafast,1,1
nickeliron,1,1
inorganic,1,1
nanoparticlenanocarbon,1,1
georgia,4,3
heavyduty,1,1
fueleconomygov,1,1
bensinger,1,1
stevens,1,1
ambition,1,1
fedex,1,1
dot,2,2
household,1,1
shtml,1,1
fifth,1,1
intergovernmental,1,1
stocker,1,1
gautam,1,1
musavi,1,1
edington,1,1
eberle,1,1
dunford,1,1
propulsion,6,5
vppc,1,1
apt,1,1
tamayao,1,1
hendrickson,1,1
energizer,2,1
datasheet,1,1
pdf,2,2
beck,1,1
electrolytes,1,1
electrochim,1,1
acta,1,1
parker,1,1
chervin,1,1
rolison,1,1
zinc,1,1
rewrites,1,1
performancedendritefree,1,1
cycling,2,2
polyplus,1,1
wwwpolypluscomtechnologyhtml,1,1
highperformance,5,5
cathode,2,1
catalyst,1,1
angew,1,1
chem,1,1
hyperion,2,1
lipospecifications,1,1
spotnitz,1,1
highenergy,1,1
nanophosphate,1,1
ion,1,1
dicks,1,1
chau,1,1
rabis,1,1
schmidt,6,5
electrocatalysis,1,1
electrolyte,1,1
achievements,3,3
acs,12,9
catal,1,1
toyotas,1,1
scherer,4,4
auspices,1,1
contract,1,1
cedm,1,1
recommendations,6,6
ero,2,1
asm,1,1
accompanies,1,1
reprintsandpermissions,1,1
simulations,100,59
fabio,2,2
marturano,1,1
jeanfrancois,1,1
ciparisse,3,3
andrea,2,1
chierici,1,1
francesco,2,2
derrico,1,1
francesca,1,1
riccardo,1,1
martellucci,1,1
pasquale,1,1
gaudio,3,3
malizia,6,6
tor,2,1
vergata,2,1
etribusvisgmailcom,1,1
fm,5,5
jfc,2,2
chieandreyahooit,1,1
ddg,2,2
francescafumiangmailcom,1,1
lcmartelluccigmailcom,1,1
pisa,2,1
francescoderricoingunipiit,1,1
biomedicine,1,1
prevention,2,2
radioactiveparticle,1,1
release,19,15
selective,2,2
responders,7,6
decisionmakers,6,6
instabilities,1,1
chernobyl,1,1
plume,24,18
inputdata,2,2
dispersion,5,3
dss,1,1
awareness,34,31
evacuate,1,1
basestation,5,4
amounts,7,6
timeeffort,1,1
radiologicalnuclear,3,3
accident,21,14
pointwise,1,1
wwwmdpicomjournalsensors,1,1
theybelost,1,1
accidental,5,5
deliberate,1,1
cbr,1,1
substances,2,1
cbrne,9,7
accidentthreat,2,1
preevent,2,1
postevent,1,1
recovery,17,12
phases,28,22
preparedness,1,1
intermediate,8,7
notification,1,1
subphases,3,1
decontamination,1,1
clearance,4,4
restoration,1,1
reoccupancy,1,1
sure,4,4
tir,14,14
cbrn,4,4
cbrnanalysis,1,1
elaborate,5,5
navierstokes,2,2
modus,1,1
operandi,1,1
fulfill,4,4
pathway,5,5
fulfillments,1,1
fluiddynamics,8,6
comsol,23,19
multiphysics,5,5
stockholm,1,1
explanation,8,8
hosts,16,8
substanceparticles,1,1
approachhooverdescent,1,1
accordance,3,3
alter,4,4
analyzes,3,3
disperse,1,1
pieces,2,2
followup,14,12
antiradiation,1,1
mitigation,24,18
knowledgebase,1,1
radiationtolerant,1,1
radiationhard,1,1
doses,2,1
particles,37,30
isotopes,4,1
cesium,1,1
emitter,6,2
halflife,3,1
americium,1,1
falls,10,8
hospitals,2,2
radiotherapy,1,1
detectors,10,10
orphan,1,1
enters,4,4
octacopter,1,1
skyrobotics,1,1
stores,6,6
ducts,7,4
exposure,12,12
ellipsoidal,3,3
sidesketch,3,3
multiphase,8,8
eulereuler,7,6
continuum,3,3
esr,2,2
elr,2,2
ccucuc,1,1
fc,4,4
cddudud,1,1
fgi,1,1
iig,1,1
pressure,6,6
deviatoric,1,1
phaseinteraction,1,1
schillerneumann,1,1
isothermal,1,1
quantities,2,2
um,1,1
viscosity,1,1
droneinside,1,1
parallelepiped,1,1
sketch,2,2
builder,5,5
semiaxis,1,1
threeelement,1,1
ellipsoid,8,7
cylinders,1,1
thin,4,4
glue,1,1
fulcrum,1,1
xy,5,5
alpha,2,2
degrees,22,16
contaminant,3,3
chimney,5,5
concentrations,4,4
dispersal,3,3
schematics,14,14
calculus,3,3
nadir,27,22
beneath,5,5
duct,3,3
zenith,18,18
subelements,4,4
tetrahedrons,1,1
goodness,3,3
mesh,7,3
subcells,1,1
coarser,1,1
finer,2,2
tolerance,6,6
drive,13,12
atm,2,2
engagement,6,4
inlet,4,3
entrance,17,13
blowing,1,1
outlet,3,2
exit,19,15
ingress,93,33
midway,1,1
yz,2,2
garbage,2,1
outgigo,1,1
airfluid,2,2
behaving,4,4
exits,2,2
reenter,1,1
coherent,1,1
downwash,2,1
dissipates,1,1
downwards,30,23
originate,2,2
backward,3,3
forwards,4,3
couple,3,3
vortices,1,1
instruct,2,2
concentration,68,64
heights,10,9
showingon,1,1
graphs,7,6
absorbed,2,2
vortexes,2,2
bent,2,2
wingtips,2,2
zdirection,2,2
deposition,4,4
halfheight,1,1
highparticle,1,1
deflects,2,2
bending,5,3
penetrate,5,5
barrier,39,22
comprehension,4,4
fluids,2,2
researcher,5,4
imagination,2,2
realization,4,4
localizer,3,3
rays,10,6
enterprise,17,11
increments,5,5
reason,25,25
bend,3,3
underneath,3,3
tt,5,5
giant,1,1
leap,1,1
commander,1,1
prioritization,14,10
rotatory,2,1
inert,1,1
powder,4,1
singleparticle,1,1
kev,2,1
mev,2,2
anisotropic,1,1
bqg,1,1
emitters,1,1
dose,4,1
select,15,15
money,4,4
noconflict,1,1
vk,4,4
wise,2,2
countermeasures,16,14
exposures,3,3
countermeasure,4,3
opin,2,2
ther,9,7
pat,19,13
romaine,1,1
pl,1,1
newman,1,1
vl,3,3
carestia,3,3
civica,1,1
troiani,1,1
sciacqua,1,1
spezia,1,1
peace,1,1
chemistry,2,2
biology,1,1
dordrecht,11,11
povinec,1,1
aoyama,1,1
edinburgh,1,1
scotland,4,3
equipped,1,1
jf,4,4
cenciarelli,2,2
ludovici,1,1
bellecci,2,2
palombi,2,2
anthrax,1,1
subway,1,1
internat,1,1
journ,1,1
mathem,1,1
mod,4,3
meth,1,1
scien,1,1
vergouw,2,2
bondt,2,2
custers,2,2
tmc,2,2
hague,2,2
instrum,2,2
darienzo,1,1
poggi,1,1
gelfusa,1,1
simul,3,2
cai,5,4
carter,1,1
srivastava,2,2
tsung,1,1
vahedifaridi,1,1
matsuno,1,1
ieeesice,2,2
nagatani,2,2
okada,2,2
otake,2,2
yoshida,4,2
tadokoro,2,2
nishimura,2,2
quince,1,1
kyoto,1,1
tomioka,1,1
fukuda,1,1
sugimura,1,1
sakamoto,2,2
dayah,1,1
periodic,21,15
brennen,1,1
fundamentla,1,1
pasadena,1,1
crowe,1,1
ct,6,6
schwarzkopf,1,1
jd,1,1
sommerfield,1,1
tsuji,2,2
droplets,1,1
boca,3,3
raton,3,3
gidaspow,1,1
fluidization,1,1
manninem,1,1
taivassalo,1,1
valtion,1,1
teknillinen,1,1
tutkimuskeskus,1,1
elizabeth,4,4
mezzacappa,5,5
melissa,4,4
jablonski,8,5
abruzzo,5,5
jonathan,3,3
spie,16,15
multidomain,3,3
sep,13,13
arnoldaf,1,1
mezzacappabf,1,1
jablonskicf,1,1
abruzzodf,1,1
mortar,1,1
common,5,5
fcddacwfm,1,1
room,21,15
picatinny,6,3
fcddaceqea,1,1
fcddaceqsb,1,1
dprecision,1,1
fcddacmfp,1,1
eanalysis,1,1
fcddacmaa,1,1
farmament,1,1
graduate,5,5
grimes,1,1
dronelab,4,3
entities,19,15
personalitiesrelay,1,1
centroid,3,2
neighbor,5,4
prioritize,5,4
spread,8,8
contractive,1,1
tighter,2,2
spiralout,2,2
completions,1,1
terrains,17,11
replications,2,2
comparisons,5,5
dod,2,1
collectives,1,1
tien,1,1
pham,5,5
latasha,1,1
solomon,1,1
ccc,1,1
configure,3,3
deploy,7,7
targets,27,24
nonurban,1,1
entity,2,2
personality,6,4
armys,1,1
cohesive,1,1
kilometers,6,5
behaviors,10,7
recharge,18,14
searcher,5,1
maintains,6,5
member,5,4
connectivity,34,26
personalities,2,2
proportions,1,1
ninetyeight,1,1
terraindisaster,1,1
ruraltsunami,4,3
urbanearthquake,4,3
onsite,3,3
arahama,1,1
coastal,30,21
destroyed,1,1
struck,1,1
south,4,4
urban,9,7
hyogo,1,1
prefecture,1,1
hanshin,1,1
destruction,2,2
postdisaster,1,1
undergone,1,1
searchandrescue,1,1
placements,10,9
tall,3,3
spss,1,1
repetition,1,1
opt,2,2
manners,1,1
interdrone,1,1
engineers,9,9
planners,5,5
lesser,1,1
burden,2,2
summer,4,4
office,5,5
herrera,1,1
dechant,1,1
suas,49,36
counteruas,1,1
multirole,2,2
cogsima,1,1
emergent,1,1
yamaguchi,2,2
tanaka,1,1
santner,1,1
notz,1,1
multiservice,9,7
thesis,21,20
spring,4,4
stergaard,3,3
steffen,3,3
carlsen,3,3
supervisors,1,1
mikael,3,3
skov,4,4
singular,10,7
proof,13,12
flawless,7,7
outlines,4,4
semester,1,1
students,38,19
perspectives,11,11
gratitude,1,1
developers,7,7
baseclasses,1,1
distanceand,1,1
implements,7,6
hallway,56,26
sonic,16,13
hull,8,7
raspberry,15,12
pi,15,12
zerow,3,3
proofofconcept,2,2
closeto,1,1
narrow,17,13
centralize,1,1
inconsistencies,7,6
consistencies,1,1
unpredictability,1,1
wizard,6,6
oz,7,7
emulate,2,2
withdraw,1,1
autostabilization,1,1
intersections,6,4
recommend,9,9
tags,161,63
frameworks,7,7
gyroscopes,1,1
accelerometers,2,2
venues,1,1
homes,3,3
collisions,24,23
conjunction,7,7
meeting,18,16
expansion,3,3
libraries,6,6
inspiration,2,2
sciroc,3,3
pills,2,2
firstaid,1,1
kit,4,3
manufactures,1,1
reliance,2,2
ros,24,14
odroid,2,2
satisfactory,4,4
disturbances,1,1
fluctuation,1,1
minor,4,3
motivations,1,1
stem,3,3
firstperson,3,3
transmitter,9,8
prone,7,7
blurring,2,2
sadeghi,2,2
twoclass,1,1
decide,12,11
gopros,1,1
hike,1,1
strength,14,14
unaware,1,1
crashes,7,6
markers,21,13
reallife,4,4
respond,6,6
lioulemes,2,2
collaborate,4,4
followme,3,2
mao,2,2
possibilities,7,6
motivation,2,2
disconnections,2,2
hallways,3,3
adriano,5,5
ghos,3,3
floors,1,1
marker,17,13
turns,11,8
fix,2,2
manage,12,12
troubles,2,2
bills,3,3
staircases,1,1
drifts,1,1
gageik,4,4
finder,4,4
weaknesses,10,8
replicate,1,1
selflocalization,3,2
absolute,4,4
knows,3,3
modifications,2,2
mount,2,2
offloads,1,1
computations,5,5
emit,2,2
entry,11,11
declarations,1,1
bebopsharp,4,2
dependant,7,6
bottleneck,2,2
publishes,4,3
bebop,1,1
pyparrot,3,2
rewrite,1,1
generates,19,17
packets,6,5
retrieves,1,1
flightvector,2,2
generator,2,1
sends,10,10
constructor,1,1
default,4,4
watcher,2,1
communicates,3,3
udp,11,7
client,11,5
arsdk,2,2
official,2,2
pings,1,1
