text,type,count-occurences-total,count-documents
1.942 ×,PERCENT,1,1
7.511 × 1010,DATE,1,1
3.356 × 109,DATE,1,1
2.471,CARDINAL,1,1
2.426 ×,PERCENT,1,1
3.790,CARDINAL,1,1
4.970 × 103 3.810 ×,PERCENT,1,1
2.446,CARDINAL,1,1
3.292,CARDINAL,1,1
3.318,CARDINAL,1,1
2.950 × 103 3.304 ×,PERCENT,1,1
5.032,CARDINAL,1,1
7.343,CARDINAL,1,1
1.321,CARDINAL,1,1
1.598 ×,CARDINAL,1,1
5.211,CARDINAL,1,1
2.820,CARDINAL,1,1
4.607,CARDINAL,1,1
5.456,CARDINAL,1,1
2.982,CARDINAL,1,1
5.261,CARDINAL,1,1
5.596,CARDINAL,1,1
4.585 ×,PERCENT,1,1
2.888,CARDINAL,1,1
7.592,CARDINAL,1,1
7.524,CARDINAL,1,1
7.323 ×,PERCENT,1,1
2.359,CARDINAL,1,1
4.279,CARDINAL,1,1
4.351,CARDINAL,1,1
10−18 3.301,DATE,1,1
3.224,CARDINAL,1,1
7.648 ×,PERCENT,1,1
8.023,CARDINAL,1,1
7.428 ×,PERCENT,1,1
10−18 1.109,DATE,1,1
3.180,CARDINAL,1,1
1.675,CARDINAL,1,1
8.858 ×,PERCENT,1,1
3.891,CARDINAL,1,1
2.317,CARDINAL,1,1
5.965,CARDINAL,1,1
4.799,CARDINAL,1,1
Convergence Evaluation,PERSON,1,1
Section 2.2,LAW,5,3
"k=1,k∈N",PERSON,1,1
kth village,GPE,1,1
L2k,GPE,1,1
L1k,ORG,1,1
"min Hk = 
v",PERSON,1,1
Thirty,CARDINAL,1,1
"50,000",CARDINAL,3,2
200–900,CARDINAL,1,1
300–3000,CARDINAL,1,1
Model 1,PRODUCT,5,1
Model 2,PRODUCT,6,1
5000,DATE,1,1
Table 7,FAC,3,3
Model 1.,PRODUCT,1,1
6.236103 ×,PERCENT,1,1
7.100692 ×,PERCENT,1,1
5.806862 ×,PERCENT,1,1
5.084005,CARDINAL,1,1
6.316990,CARDINAL,1,1
4.675162 × 108,PRODUCT,1,1
4.169794 ×,PERCENT,1,1
5.960870,CARDINAL,1,1
3.960494 × 108,PRODUCT,1,1
3.166692 ×,LAW,1,1
3.559690 ×,PRODUCT,1,1
3.376844 × 108,PRODUCT,1,1
2.918791 ×,PERCENT,1,1
5.234646 ×,PERCENT,1,1
2.901538 ×,PERCENT,1,1
2.376954 × 108,PERCENT,1,1
5.135606,CARDINAL,1,1
2.624356,CARDINAL,1,1
Table 8,LAW,2,2
6.217989 ×,PERCENT,1,1
6.378356 ×,PERCENT,1,1
7.707247 ×,PERCENT,1,1
6.229052 × 108,PRODUCT,1,1
5.475654 ×,PERCENT,1,1
6.768210 ×,PERCENT,1,1
7 4.296633 ×,PERCENT,1,1
4.315215 ×,PERCENT,1,1
6.820193,CARDINAL,1,1
4.402420 × 108,PRODUCT,1,1
3.631537 ×,PRODUCT,1,1
3.623817 × 108,PRODUCT,1,1
3.078089,CARDINAL,1,1
6.418266,CARDINAL,1,1
2.953324 × 108,PERCENT,1,1
2.984507 ×,PERCENT,1,1
6.218386 ×,PERCENT,1,1
2.722444 ×,PERCENT,1,1
logistics hubs,ORG,1,1
ten,CARDINAL,1,1
Author Contributions: Conceptualization,WORK_OF_ART,1,1
P.-C.S.,PERSON,1,1
S.-C.C.,GPE,3,1
Y.-J.P.,ORG,1,1
Conﬂicts of Interest,ORG,2,2
I.,ORG,8,4
Lepagnot,GPE,1,1
Siarry,PERSON,1,1
237,CARDINAL,8,3
82–117,CARDINAL,1,1
J.S.,GPE,6,1
Hu,PERSON,6,3
Chu,GPE,6,1
S.C.,GPE,6,2
Parallel Heterogeneous MetaHeuristic,ORG,1,1
Its Communication Strategies for the Prediction of Wind Power,ORG,1,1
845,CARDINAL,2,2
Z.G.,GPE,1,1
Pan,GPE,3,1
Luo,GPE,3,2
H.J.,GPE,2,2
P. QuasiAfﬁne Transformation Evolutionary Algorithm With Communication Schemes for Application of RSSI in Wireless Sensor Networks,ORG,1,1
"IEEE Access 2020,",ORG,1,1
J.; Ju,ORG,1,1
Sangaiah,GPE,1,1
A.K.,GPE,1,1
G.J. A PSO,PERSON,1,1
Mater,PERSON,2,2
Contin,PERSON,1,1
56,DATE,3,2
433–446,CARDINAL,1,1
Yang,PERSON,7,3
X.S.,GPE,5,1
Deb,ORG,3,1
World Congress on Nature Biologically Inspired Computing,EVENT,1,1
Coimbatore,ORG,1,1
India,GPE,3,2
9–11 December 2009,DATE,1,1
210–214,CARDINAL,1,1
"Deb, S. Engineering Optimisation",ORG,1,1
A.H.,PERSON,2,1
Yang,GPE,4,2
Alavi,ORG,2,1
A.H. Cuckoo,PERSON,1,1
29,DATE,1,1
17–35,CARDINAL,1,1
Walton,PERSON,1,1
S.,NORP,5,2
Hassan,PERSON,4,2
Morgan,GPE,1,1
Brown,PERSON,1,1
M. Modiﬁed,PERSON,1,1
Chaos Sol,PERSON,1,1
44,DATE,1,1
710–718,CARDINAL,1,1
9.,CARDINAL,2,2
Pereira,GPE,1,1
L.A.,GPE,1,1
Almeida,GPE,1,1
Papa,ORG,1,1
J.P.,ORG,2,2
Souza,NORP,1,1
Ramos,GPE,1,1
C.C.,GPE,2,1
X.S. BCS,PERSON,1,1
May 2013,DATE,3,3
465–468,CARDINAL,1,1
S. Multiobjective,ORG,1,1
40,DATE,1,1
1616–1624,CARDINAL,1,1
G.G.,PERSON,1,1
Gandomi,ORG,1,1
"Zhang, Z.",PERSON,1,1
A.H. Chaotic,ORG,1,1
Soft Comput,PERSON,3,2
3349–3362,CARDINAL,1,1
Mininno,PERSON,2,1
Iacca,GPE,1,1
G. Compact Particle Swarm Optimization,ORG,1,1
239,CARDINAL,7,3
96–121,CARDINAL,1,1
Harik,GPE,1,1
G.R.,GPE,1,1
Lobo,GPE,1,1
F.G.,GPE,1,1
Goldberg,GPE,1,1
D.E.,PERSON,1,1
1999,DATE,2,2
287–297,CARDINAL,1,1
Neri,PERSON,1,1
F.,GPE,3,2
Cupertino,GPE,1,1
Naso,GPE,1,1
D. Compact,ORG,1,1
Nguyen,PERSON,2,1
T.T.,ORG,2,1
"Pan,",ORG,4,1
Dao,PERSON,2,1
"9, 1973",DATE,1,1
335–353,CARDINAL,1,1
Tian,GPE,2,2
A.Q.,GPE,1,1
"Cui, H.",GPE,1,1
Zheng,GPE,1,1
W.M. A Compact PigeonInspired Optimization for Maximum ShortTerm Generation Mode,ORG,1,1
767,PRODUCT,1,1
Yildirim,PERSON,1,1
Z.G. New Approaches,ORG,1,1
Logistics,GPE,1,1
J. Strateg,PERSON,1,1
133–142,CARDINAL,1,1
Wankmüller,ORG,1,1
Reiner,PERSON,1,1
G. A,PERSON,1,1
J. Disaster Risk Reduct,PERSON,1,1
107–112,CARDINAL,1,1
Scott,PERSON,2,1
C. Drone,ORG,1,1
3297–3304,CARDINAL,1,1
Ness,ORG,1,1
P.M.,ORG,1,1
Tobian,GPE,1,1
A.A.R.,ORG,1,1
Boyd,PERSON,2,2
J.; Street,ORG,1,1
J. Drone,ORG,2,1
57,DATE,2,2
582–588,CARDINAL,1,1
Draghic,GPE,1,1
59,DATE,1,1
1608–1611,CARDINAL,1,1
T.K.,GPE,3,2
Hernandez,ORG,1,1
Snozek,GPE,1,1
C.L.,GPE,1,1
Wyatt,GPE,1,1
R.G.,GPE,1,1
Douglas,PERSON,1,1
Amini,PERSON,1,1
J. Clin,PERSON,1,1
Pathol,PERSON,1,1
148,CARDINAL,7,3
427–435,CARDINAL,1,1
Kornatowski,GPE,1,1
P.M.,GPE,1,1
Bhaskaran,GPE,1,1
A.,ORG,4,3
Heitz,ORG,1,1
G.M.,GPE,1,1
Mintchev,PERSON,1,1
Floreano,PERSON,1,1
Lett,PERSON,28,6
S.,ORG,4,2
van Hellenberg Hubar,PERSON,1,1
M.E.G.,ORG,1,1
Visser,PERSON,1,1
H.G. Multiplephase,ORG,1,1
J. 2019,PERSON,1,1
453–462,CARDINAL,1,1
Murray,GPE,2,2
A.G.,GPE,2,2
Technol,PERSON,36,6
54,DATE,3,3
Carlsson,PERSON,2,2
J.G.,GPE,1,1
Song,PERSON,4,4
S. Coordinated,PERSON,1,1
64,DATE,1,1
4052–4069,CARDINAL,2,2
Du,ORG,1,1
Deng,GPE,1,1
M. Routing,PERSON,1,1
Agatz,GPE,3,2
N.,ORG,2,2
Bouman,PERSON,1,1
Schmidt,PERSON,1,1
52,DATE,3,2
965–981,CARDINAL,2,2
Q.M.,PERSON,1,1
Deville,GPE,1,1
Y.,ORG,1,1
Pham,DATE,1,1
Q.D.,GPE,1,1
Hà,GPE,1,1
M.H.,PERSON,1,1
J. Heurist,ORG,1,1
Imani,GPE,2,1
Ghoreishi,GPE,1,1
S.F. Bayesian,NORP,1,1
Denver,GPE,4,2
"CO, USA",ORG,3,2
3 July 2020,DATE,2,1
Ghoreishi,PERSON,1,1
S.F.,GPE,1,1
M. Bayesian,PERSON,1,1
I. Traveling,ORG,1,1
Cybern,FAC,1,1
49,DATE,4,3
42–52,CARDINAL,1,1
Sudbury,GPE,1,1
Hutchinson,GPE,1,1
E.B.,GPE,1,1
J. Econ,PERSON,1,1
Suh,PERSON,1,1
888,CARDINAL,1,1
"Hu, H.",PERSON,1,1
Xu,PERSON,2,2
Sun,ORG,2,2
Mech,PERSON,4,4
G J. Aerosp,PERSON,2,2
233,CARDINAL,6,3
4571–4582,CARDINAL,1,1
Neural Comput,PERSON,1,1
169–174,CARDINAL,1,1
Clerc,GPE,1,1
Kennedy,PERSON,2,1
J. The,ORG,1,1
2002,DATE,6,4
Jiang,PERSON,3,3
Y.P.,GPE,1,1
S.Y.,GPE,1,1
X.,ORG,2,2
S. Markov,PERSON,1,1
38,DATE,2,2
180–185,DATE,1,1
Lozano,PERSON,2,2
J.A. Estimation of Distribution Algorithms,ORG,1,1
Berlin/Heidelberg,ORG,3,1
Germany,GPE,11,4
"Xue, X.",PERSON,1,1
X. Optimizing,ORG,1,1
J. Internet Technol,PERSON,1,1
21,DATE,4,2
I.N.,GPE,1,1
Semendyayev,ORG,1,1
K.A. Handbook,PERSON,1,1
"Ali, M.",PERSON,1,1
Liang,PERSON,2,2
Qu,GPE,1,1
"Suganthan, P. Problem Deﬁnitions",ORG,1,1
Evaluation Criteria,PERSON,1,1
the Cec 2017 Special Session and Competition on Single Objective RealParameter,ORG,1,1
Nanyang Technological University,ORG,1,1
Singapore,GPE,3,2
Tech,GPE,13,4
Nanyang,GPE,1,1
Nath,GPE,1,1
Wunnava,ORG,1,1
Sahany,GPE,1,1
Panda,PERSON,1,1
Cuckoo,PRODUCT,1,1
Information Systems,ORG,1,1
Kolkata,GPE,1,1
9–11 July 2015,DATE,1,1
Eberhart,PERSON,1,1
Perth,GPE,2,2
WA,GPE,5,5
November–1,GPE,1,1
December 1995,DATE,1,1
Storn,GPE,1,1
R.M.,GPE,1,1
Lampinen,GPE,1,1
J.A. Differential Evolution,ORG,1,1
Global Optimization,ORG,1,1
Knowl.-Based Syst,ORG,1,1
96,DATE,1,1
120–133,CARDINAL,1,1
Woolson,ORG,1,1
R.F. Wilcoxon SignedRank Test,PERSON,1,1
Wiley Encycl,PERSON,1,1
Clin,PERSON,1,1
Trials 2008,DATE,1,1
1–3,CARDINAL,1,1
T.S.,GPE,1,1
Nguyen,GPE,1,1
T.T.,GPE,1,1
Sensor Networks,PERSON,3,2
J. Netw,ORG,7,4
297–310,CARDINAL,1,1
Licensee MDPI,PERSON,2,2
Basel,GPE,2,2
the Creative Commons Attribution,ORG,1,1
Search and Rescue,ORG,2,1
SAR,ORG,56,2
HERD,ORG,11,1
the Danish Emergency Agency Management,ORG,1,1
DEMA,ORG,25,1
Jutland,GPE,4,1
Robotto,PERSON,17,2
just 5 minutes,TIME,2,1
ANDREAS DAUGBJERG CHRISTENSEN,FAC,1,1
Denmark SHPEND GJELA,PERSON,1,1
"Denmark 
Drones",PERSON,1,1
the Danish Emergency Management Agency’s,ORG,1,1
Danish,NORP,4,1
Utilising Computer Vision,ORG,1,1
2023 Association for Computing Machinery,ORG,1,1
• Exploration,ORG,1,1
Research,ORG,2,2
1-9 minutes,TIME,1,1
0.34-2.2 seconds,TIME,1,1
48.2%,PERCENT,1,1
58.5%,PERCENT,1,1
Video Collage,ORG,1,1
Girgensohn et al,PERSON,1,1
up to 89%,PERCENT,1,1
16-18,CARDINAL,1,1
VideoForest,ORG,2,1
Gestalt Laws of Perception,PERSON,1,1
Semiotics Theory,ORG,1,1
Cognitive Load Theory,WORK_OF_ART,2,1
Gestalt Laws of Perception,WORK_OF_ART,1,1
The Gestalt Laws of Perception,LAW,1,1
Gestalt Psychology,ORG,1,1
the Gestalt Laws,LOC,1,1
the Gestalt Laws,LAW,3,1
Visual Semiotics,ORG,4,1
Maintaining Situational,ORG,1,1
SA,ORG,20,1
Level 2 SA,PERSON,1,1
Unmanned Aerial Vehicles,ORG,3,2
RESEARCH PROBLEM,PERSON,1,1
Interviews,ORG,1,1
more than four,CARDINAL,1,1
Cognitive Load,ORG,1,1
4) Weeding & Signaling,ORG,1,1
the Gestalt Law of Similarity,LAW,1,1
the Gestalt Law of Figure/Ground,LAW,1,1
"the Gestalt Law of Good 
Continuation",LAW,1,1
"the 9th of March, 2023",DATE,1,1
"the 14th of March, 2023",DATE,1,1
University of Southern Denmark,ORG,1,1
SDU,ORG,1,1
Drone Operations,ORG,1,1
HUE,ORG,1,1
Prototype,ORG,4,1
Hidden Filtering,FAC,2,1
3.,CARDINAL,1,1
Prototype A,ORG,17,1
3a,CARDINAL,1,1
the second third,DATE,1,1
Skråfoto,ORG,3,1
Agency for Data Supply and Infrastructure,ORG,1,1
Marker,ORG,3,2
3b,CARDINAL,1,1
NASA,ORG,19,4
Detail,PERSON,1,1
"30.13 6.51 
Years",DATE,1,1
3.25,CARDINAL,1,1
3.93,CARDINAL,1,1
Years,DATE,1,1
4.13 8.07,CARDINAL,1,1
"Gender Amount 
Male",PERSON,1,1
Prototype A first,ORG,1,1
the second half,DATE,1,1
1 minute,TIME,2,1
• 23 year old,DATE,1,1
• 192 cm,QUANTITY,1,1
• Brown,PRODUCT,1,1
denim jacket,PERSON,1,1
• Carrying,PRODUCT,1,1
12:40,TIME,1,1
13:10,TIME,1,1
5 minutes,TIME,3,2
62,CARDINAL,16,7
8.4,CARDINAL,1,1
Followup,GPE,2,1
Filtering,GPE,2,1
English,LANGUAGE,2,2
9.1,CARDINAL,1,1
Task,PRODUCT,1,1
Ttest,PERSON,3,1
3.38 1.22,CARDINAL,1,1
0.082,CARDINAL,1,1
4.75 1.20,CARDINAL,1,1
5 2.74,CARDINAL,1,1
3.433,CARDINAL,1,1
0.010,CARDINAL,1,1
1 1.00,CARDINAL,1,1
46.49%,PERCENT,2,1
21.62 -36.19,DATE,1,1
0.015,CARDINAL,1,1
82.68%,PERCENT,2,1
17.71,CARDINAL,1,1
48.79,CARDINAL,1,1
0.778,CARDINAL,1,1
52.17,CARDINAL,1,1
20.66,CARDINAL,1,1
17.88,CARDINAL,1,1
12.16,CARDINAL,1,1
3.88,CARDINAL,1,1
1.330,CARDINAL,1,1
0.220,CARDINAL,1,1
14.00 11.30,CARDINAL,1,1
3.38,CARDINAL,1,1
SD=1.22,PRODUCT,1,1
37.5%,PERCENT,4,1
Prototype B.,PERSON,2,1
48.79 seconds,TIME,1,1
"52.17 
seconds",TIME,1,1
3 to 5,CARDINAL,1,1
"A. 
Fig",PERSON,1,1
9.2,CARDINAL,1,1
Questionnaire,PERSON,1,1
6.45,CARDINAL,1,1
7.33,CARDINAL,1,1
6.22,CARDINAL,4,2
6.89,CARDINAL,1,1
"B. 
19 
Fig",PERSON,1,1
9.3,CARDINAL,1,1
Posttask,NORP,1,1
about one,CARDINAL,1,1
9.3.1,CARDINAL,1,1
Statements 2,LAW,1,1
62.5%,PERCENT,5,1
50%,PERCENT,4,3
Filtering in Prototype A,WORK_OF_ART,1,1
9 and 10,DATE,1,1
87.5%,PERCENT,1,1
Over half,CARDINAL,2,2
9.3.3 Detection,ORG,1,1
10.1,CARDINAL,1,1
only 5 minutes,TIME,1,1
Prototype B,ORG,1,1
10.2 Designing,WORK_OF_ART,1,1
"10.3 Limitations 
The",CARDINAL,1,1
Search and Sescue,ORG,1,1
"Prototype B. 
Additionally",PERSON,1,1
1] Agency,ORG,1,1
Infrastructure,ORG,1,1
https://skraafoto.dataforsyningen.dk/info.html,PERSON,1,1
Sophia J. Abraham,PERSON,1,1
Benjamin Burger,PERSON,1,1
Chichi Christine,PERSON,1,1
Luke Fraser,PERSON,1,1
John M. Hoeksema,PERSON,1,1
Sarah Hwang,PERSON,1,1
Elizabeth Travnik,PERSON,1,1
Shreya Kumar,PERSON,1,1
Walter Scheirer,PERSON,1,1
Jane ClelandHuang,PERSON,1,1
Michael Vierhauser,PERSON,1,1
Ryan Bauer,PERSON,1,1
Steve Cox,PERSON,1,1
The Next Generation,ORG,1,1
4 2020,DATE,1,1
Denmark MariaTheresa,PERSON,1,1
Oanh Hoang,PERSON,2,1
Denmark Rasmus Skov Buchholdt,PERSON,1,1
2022,DATE,51,6
Steven Bradley,PERSON,2,1
Daugbjerg Christensen,PERSON,1,1
Andreas Skjoldgaard Andersen,PERSON,1,1
Philip Michaelsen,PERSON,1,1
Shpend Gjela,PERSON,1,1
Search and Rescue Drone Swarms,ORG,1,1
12 2022,DATE,1,1
2023,DATE,3,1
Robots,NORP,1,1
Debra G. Jones,PERSON,1,1
UserCentered Design,ORG,2,1
1–373,DATE,1,1
Yanwen Guo,PERSON,1,1
Yanshu Zhu,PERSON,1,1
Feng Liu,PERSON,1,1
Chuanming Song,PERSON,1,1
Zhi Hua Zhou,PERSON,1,1
Multimedia 12,FAC,1,1
11 2010,DATE,2,1
717–729,CARDINAL,1,1
Andreas Girgensohn,PERSON,1,1
Frank Shipman,PERSON,1,1
Anthony Dunnigan,PERSON,1,1
Thea Turner,PERSON,1,1
Lynn Wilcox,PERSON,1,1
the ACM International Multimedia Conference and Exhibition,ORG,1,1
19–26,CARDINAL,1,1
Niels Van Berkel,PERSON,1,1
Mikael B Skov,PERSON,1,1
Timothy Merritt,PERSON,1,1
Timothy 2022,PERSON,1,1
MultiDrone System for Search and Rescue Challenges Arising,ORG,1,1
MultiDrone System,ORG,1,1
Nina Hollender,PERSON,1,1
Cristian Hofmann,PERSON,1,1
Michael Deneke,PERSON,1,1
Bernhard Schmitz,PERSON,1,1
1278–1288,DATE,1,1
IGI Global,ORG,2,1
Yujun Kim,PERSON,1,1
Young Gab Kim,PERSON,1,1
Analyzing Drone Surveillance Data,ORG,1,1
Smart Cities,ORG,1,1
9 2022,DATE,1,1
170,CARDINAL,8,3
https://doi.org/10.3390/SYSTEMS10050170,ORG,1,1
Richard E. Mayer,PERSON,1,1
Roxana Moreno,PERSON,1,1
Nine Ways to,PERSON,1,1
Multimedia Learning,FAC,1,1
43–52,CARDINAL,1,1
https://doi.org/10.1207/S15326985EP3801{_}6,LAW,1,1
Shaohui Mei,PERSON,1,1
Genliang Guan,PERSON,1,1
Zhiyong Wang,PERSON,1,1
Shuai Wan,PERSON,1,1
Mingyi He,PERSON,1,1
David Dagan Feng,PERSON,1,1
Pattern Recognition,ORG,2,2
48,DATE,2,2
2 2015,DATE,1,1
522–533,CARDINAL,1,1
"https://doi.org/10.1016/J.PATCOG.2014.08.002 
",PERSON,1,1
Tao Mei,PERSON,1,1
Bo Yang,PERSON,1,1
Shi Qiang Yang,PERSON,1,1
Xian Sheng Hua,PERSON,1,1
Visual Computer,ORG,1,1
1 2009,DATE,1,1
39–51,CARDINAL,1,1
Colour,ORG,1,1
Contrast and Gestalt Theories of Perception: The Impact in,ORG,1,1
Contemporary Visual Communications Design,ORG,1,1
Wiley Periodicals,ORG,3,2
Ben Shneiderman,PERSON,1,1
Oxford University Press,ORG,1,1
Tom Streeter,PERSON,1,1
Definitions of Semiotic Terms,ORG,1,1
Zhida Sun,ORG,1,1
Mingfei Sun,PERSON,1,1
Nan Cao,PERSON,1,1
Xiaojuan Ma,PERSON,1,1
Philip Tqulnlanu,PERSON,1,1
Richard N Wilton,PERSON,1,1
417–430,CARDINAL,1,1
ChaoMing Yang,PERSON,1,1
TzuFan Hsu,PERSON,1,1
Applying Semiotic Theories,ORG,1,1
Saelyne Yang,PERSON,1,1
Jisu Yim,PERSON,1,1
Juho Kim,PERSON,1,1
Hijung Valentina Shin,PERSON,1,1
Stream Content and Interaction Data,ORG,1,1
4 2022,DATE,1,1
"https://doi.org/10.1145/3491102.3517461 
",PERSON,1,1
Kexin Yi,PERSON,1,1
Chuang Gan,PERSON,1,1
Yunzhu Li,PERSON,1,1
Kohli Deepmind,PERSON,1,1
Jiajun Wu,PERSON,1,1
Antonio Torralba,PERSON,1,1
Joshua B Tenenbaum,PERSON,1,1
10 2019,DATE,1,1
Dong Xu,PERSON,1,1
Wanli Ouyang,PERSON,1,1
Chuanqi Tan,PERSON,1,1
Circuits and Systems for Video Technology 30,ORG,1,1
9 2020,DATE,1,1
8 March 2022,DATE,1,1
1569-8432/,DATE,1,1
Elsevier B.V.,ORG,1,1
Ben Mcilwaine,PERSON,1,1
M´onica Rivas Casado *,PERSON,1,1
"Toby Waine  
School of Water, Energy and Environment",ORG,1,1
Cranfield University,ORG,1,1
Cranfield,GPE,1,1
United Kingdom,GPE,1,1
Marine,NORP,3,1
VLOS,GPE,1,1
A B S T R A C T,PRODUCT,1,1
five,CARDINAL,9,1
500 million,CARDINAL,1,1
VLOS,ORG,33,2
EVLOS,ORG,26,1
BVLOS,ORG,61,2
3.7,CARDINAL,4,2
Purcell,ORG,2,1
Flynn,PERSON,2,1
Lapointe,PERSON,1,1
Bedford,GPE,2,1
Kim et al.,PERSON,5,1
"Maclsaac, 1996",DATE,1,1
Coastal,ORG,3,1
up to US$ 1 million dollars,MONEY,1,1
Nuclear Energy Institute,ORG,3,1
Riascos,NORP,1,1
Zoltan,GPE,2,1
Lippmann,GPE,2,1
Haberlin,GPE,2,1
Vasslides,PRODUCT,2,1
Klebert et al.,PERSON,1,1
"ScienceDirect  
International Journal of Applied Earth   Observations and Geoinformation",ORG,1,1
6 December 2021,DATE,1,1
February 2022,DATE,2,2
17 February 2022,DATE,1,1
Wei et al.,PERSON,2,1
Minamoto,GPE,2,1
medusae,PERSON,2,1
Decker,NORP,1,1
Schaub et al.,PERSON,2,1
RGB,ORG,5,3
Jo et al.,PERSON,1,1
Thorn,PERSON,1,1
Rogozovsky,PERSON,2,1
summer,DATE,1,1
winter  months,DATE,1,1
Menu,PERSON,2,1
Rowan,GPE,2,1
Kalacska,GPE,2,1
Kelly,PERSON,2,2
Kwon et al.,PERSON,2,1
Mardones,NORP,1,1
Bricelj,NORP,1,1
Hu et al.,PERSON,1,1
MohdDin,ORG,2,1
macroalgae,GPE,6,1
Gansel,ORG,2,1
Liu et al.,PERSON,1,1
Marx et al.,PERSON,1,1
Thompson,ORG,2,1
Mcilwaine,NORP,13,1
multisensor  jellyfish bloom detection,PERSON,1,1
Rivas Casado,WORK_OF_ART,5,1
MAB,ORG,1,1
Molina,LOC,1,1
Mcilwaine,PERSON,1,1
Rivas  Casado,ORG,2,1
Artificial Intelligence,ORG,1,1
AlbajesEizagirre,PERSON,1,1
Nahirnick et al.,PERSON,1,1
APA,ORG,2,1
Ventura,GPE,2,1
Antarctic,LOC,2,1
Goebel,NORP,1,1
1.,CARDINAL,1,1
Cape Town,GPE,1,1
South  Africa,GPE,1,1
Nov 2019,DATE,1,1
B. Mcilwaine,PERSON,13,1
Auditorium,GPE,1,1
Washington,GPE,2,1
1980,DATE,2,1
Assess,ORG,1,1
Torness,ORG,2,1
East Lothian,NORP,2,1
AGR,ORG,1,1
Civil Aviation Authority,ORG,5,1
CAP,ORG,1,1
8th edition,QUANTITY,1,1
CAA,ORG,6,1
between 2016 and 2018,DATE,1,1
jellyfish data,ORG,1,1
JellyNet,ORG,2,1
"over 10,000",CARDINAL,1,1
"larger than 10,000",CARDINAL,1,1
MonteCarlo,ORG,1,1
Extended Visual Line of Sight,ORG,1,1
Beyond Visual Line,ORG,1,1
Blooms,ORG,1,1
"4,000",CARDINAL,1,1
Aurelia,GPE,3,1
Tombs,ORG,2,1
"1,000",CARDINAL,11,1
Milas,PRODUCT,1,1
HPC,ORG,1,1
5810,DATE,1,1
Intel Xeon E5-1650,ORG,1,1
NVIDIA GeForce,ORG,2,2
1080,CARDINAL,2,2
1.63  cm,QUANTITY,1,1
Sony,ORG,4,1
Alpha,PRODUCT,1,1
23.5,CARDINAL,1,1
24.3,CARDINAL,1,1
"6,000",CARDINAL,1,1
(R Foundation of Statistical Computing,ORG,1,1
Vienna,GPE,3,2
Austria,GPE,4,2
Core Team,ORG,1,1
Hayes,PERSON,2,1
Landis,GPE,2,1
Flight,PRODUCT,2,1
Royal National Lifeboat Institution,ORG,3,1
Phase 2,PRODUCT,5,1
200 million,CARDINAL,1,1
"4,000 × 4,000",CARDINAL,1,1
at least one,CARDINAL,6,5
900 linear metres,QUANTITY,1,1
Section 2.3,LAW,1,1
"2,000",CARDINAL,3,1
"9,000",CARDINAL,3,1
84,CARDINAL,15,4
6.,CARDINAL,2,2
Phase 1,PRODUCT,2,1
Parallel,PERSON,2,1
85,DATE,1,1
7.4,CARDINAL,1,1
6.7,CARDINAL,8,2
4.7,CARDINAL,6,2
10.0,CARDINAL,9,2
18.8,CARDINAL,2,2
88,CARDINAL,10,3
6.5,CARDINAL,8,2
76,DATE,5,4
7.8,CARDINAL,1,1
9.4,CARDINAL,1,1
6.6,CARDINAL,5,3
86,DATE,1,1
4.6,CARDINAL,8,3
2.6,CARDINAL,2,2
1.6,CARDINAL,1,1
2.0,CARDINAL,2,2
85,CARDINAL,10,3
76,CARDINAL,12,5
189,CARDINAL,6,3
319,CARDINAL,5,3
"5,000",CARDINAL,4,1
over 90%,PERCENT,1,1
1%,PERCENT,2,1
882,CARDINAL,3,1
"1,709",CARDINAL,3,1
1.94,CARDINAL,1,1
"3,253",CARDINAL,3,1
3.69,CARDINAL,1,1
Matsumura,GPE,2,1
Barath Kumar,PERSON,2,1
Vaughan,GPE,1,1
Macroalgae,GPE,1,1
all five,CARDINAL,1,1
Schaub et al,PERSON,1,1
Mcilwaine and Rivas Casado,ORG,1,1
90,CARDINAL,12,4
more than one,CARDINAL,6,5
69,CARDINAL,15,5
UAS,NORP,3,1
Royal  National Lifeboat Institution,ORG,1,1
the east coast,LOC,2,1
Scotland,GPE,3,2
"larger than 9,000",CARDINAL,1,1
April 2021,DATE,1,1
2021b,DATE,2,1
Catapult,ORG,2,1
9.0,CARDINAL,1,1
136,CARDINAL,6,3
11.3,CARDINAL,2,2
185,CARDINAL,6,3
19.0,CARDINAL,1,1
425,CARDINAL,2,2
78.8,CARDINAL,1,1
Elongate,LOC,2,1
3.0,CARDINAL,7,4
8.9,CARDINAL,1,1
469,CARDINAL,1,1
19.2,CARDINAL,4,2
5.5,CARDINAL,6,2
175,CARDINAL,10,4
9.8,CARDINAL,1,1
346,CARDINAL,3,2
16.9,CARDINAL,1,1
Circular,PRODUCT,2,1
111,CARDINAL,8,3
178,CARDINAL,6,3
10.5,CARDINAL,2,2
256,CARDINAL,6,3
15.2,CARDINAL,1,1
864,CARDINAL,1,1
"1,632",CARDINAL,1,1
94,CARDINAL,6,3
8.6,CARDINAL,2,1
132,CARDINAL,6,3
11.2,CARDINAL,1,1
81,CARDINAL,10,4
180,CARDINAL,9,4
19.9,CARDINAL,1,1
424,CARDINAL,3,3
79.1,CARDINAL,1,1
463,CARDINAL,1,1
19.5,CARDINAL,1,1
5.6,CARDINAL,3,2
344,CARDINAL,3,2
17.0,CARDINAL,1,1
6.0,CARDINAL,3,2
